DateTime,Date,Time,TimeErr,Evla,EvlaErr,Evlo,EvloErr,Depth,Derr,Mag,,,,,,,,,,,,
2019-06-18 08:43:00,6/18/19,8:43:08,0.037,33.7744,0.3,134.9618,0.1,39.8,0.4,1.2,,6/19/19 12:26,6/19/19,26:28.2,0.028,38.598,0.2,139.47,0.1,12.5,0.3,2.1
2019-06-18 08:52:00,6/18/19,8:52:00,0.03,35.5097,0.2,137.6562,0.1,15.4,0.4,0.8,,6/19/19 12:27,6/19/19,27:29.5,0.067,35.4382,0.3,139.0767,0.4,15.6,0.6,0.5
2019-06-18 08:54:00,6/18/19,8:54:12,0.051,36.8375,0.3,140.6029,0.4,8.1,0.6,0.6,,6/19/19 12:28,6/19/19,28:24.7,0.063,38.6353,0.4,139.454,0.3,10.2,0.9,1.5
2019-06-18 09:03:00,6/18/19,9:03:52,0.074,37.0726,0.4,140.8056,0.7,1.2,1.6,0.6,,6/19/19 12:30,6/19/19,30:51.6,0.104,40.1359,0.4,141.527,0.5,8,1.6,0.1
2019-06-18 09:11:00,6/18/19,9:11:21,0.276,35.3606,1.3,140.3262,2.3,32.3,3.1,1.4,,6/19/19 12:38,6/19/19,38:36.4,0.028,38.6182,0.2,139.5049,0.1,10.3,0.3,1.9
2019-06-18 09:16:00,6/18/19,9:16:20,0.045,35.3577,0.3,133.7447,0.2,7.6,0.5,0.5,,6/19/19 12:43,6/19/19,42:59.7,0.051,38.6068,0.3,139.4802,0.3,13.6,0.6,1.6
2019-06-18 09:25:00,6/18/19,9:25:56,0.02,34.8353,0.1,135.6319,0.1,9.4,0.4,1.1,,6/19/19 12:44,6/19/19,44:04.1,0.038,33.792,0.4,134.922,0.1,13.2,0.7,0.8
2019-06-18 09:30:00,6/18/19,9:30:40,0.065,36.6483,0.3,141.0534,0.6,30.1,0.7,1.4,,6/19/19 12:44,6/19/19,44:16.5,0.111,36.3463,0.8,139.9529,0.8,79.1,0.9,1.2
2019-06-18 09:39:00,6/18/19,9:39:08,0.147,35.2991,0.5,137.4256,0.6,48.9,1.3,0.7,,6/19/19 12:46,6/19/19,46:50.7,0.069,37.4139,0.5,138.5194,0.5,20.7,1.1,1.4
2019-06-18 09:41:00,6/18/19,9:41:00,0.03,40.064,0.2,141.8107,0.3,3.2,0.7,0.2,,6/19/19 12:49,6/19/19,49:24.4,0.032,34.5895,0.2,132.2258,0.1,18.3,0.4,0.7
2019-06-18 09:41:00,6/18/19,9:41:35,0.047,33.0824,0.4,132.0898,0.2,2.9,3.5,0.9,,6/19/19 12:50,6/19/19,50:28.4,0.178,38.6485,0.9,139.4347,1.1,8.7,2.4,1.4
2019-06-18 09:49:00,6/18/19,9:49:44,0.015,33.0896,0.1,132.0803,0.1,10.6,0.5,2.5,,6/19/19 12:50,6/19/19,50:47.6,0.124,33.3351,0.8,135.498,0.6,22.7,0.9,1.2
2019-06-18 09:50:00,6/18/19,9:50:02,0.034,37.0251,0.2,140.5872,0.3,8.1,0.4,0,,6/19/19 12:51,6/19/19,51:18.2,0.044,39.6267,0.2,142.136,0.4,46.7,0.3,1.3
2019-06-18 09:57:00,6/18/19,9:57:44,0.132,43.0586,1.6,146.7838,1.2,52.1,2.5,3.1,,6/19/19 12:54,6/19/19,54:35.0,0.294,38.5892,1.6,139.4997,1.4,14.7,2.2,1.4
2019-06-18 10:05:00,6/18/19,10:05:33,0.528,34.9815,2.8,140.2076,3.3,51.1,4.6,1.5,,6/19/19 12:57,6/19/19,57:54.6,0.039,38.5661,0.2,139.3934,0.2,11.6,0.4,2
2019-06-18 10:10:00,6/18/19,10:10:05,0.068,34.8983,0.5,135.5556,0.5,1.8,3.1,0.8,,6/19/19 13:02,6/19/19,02:50.4,0.067,38.5659,0.4,139.3829,0.3,10.7,0.7,1.6
2019-06-18 10:37:00,6/18/19,10:37:47,0.03,36.0534,0.2,137.5747,0.2,6.8,0.8,0.7,,6/19/19 13:06,6/19/19,06:24.9,0.039,34.7561,0.1,132.1018,0.2,15.1,0.4,0.5
2019-06-18 10:37:00,6/18/19,10:37:57,0.066,36.694,0.2,140.6539,0.4,9.5,0.5,0.3,,6/19/19 13:09,6/19/19,09:56.9,0.114,34.7364,0.6,137.8655,0.6,34,0.9,0.8
2019-06-18 10:44:00,6/18/19,10:44:32,0.015,34.8834,0.1,136.0254,0.1,8.8,0.3,1.8,,6/19/19 13:17,6/19/19,17:23.8,0.068,38.6544,0.4,139.4675,0.4,11,0.9,1.6
2019-06-18 10:44:00,6/18/19,10:44:37,0.084,36.634,0.6,139.4799,0.5,8.2,1,1.3,,6/19/19 13:18,6/19/19,18:56.5,0.074,37.0426,0.4,139.3461,0.5,6.6,0.9,0.7
2019-06-18 10:46:00,6/18/19,10:46:55,0.154,36.8151,0.7,140.5739,0.9,6,1.7,-0.2,,6/19/19 13:22,6/19/19,22:23.7,0.033,37.046,0.2,139.3413,0.2,6.9,0.7,1.3
2019-06-18 10:51:00,6/18/19,10:51:15,0.031,32.5752,0.2,130.7109,0.3,7.8,0.9,1.5,,6/19/19 13:26,6/19/19,26:03.4,0.231,38.6568,1.3,139.4214,1.2,10,2.4,1.4
2019-06-18 10:52:00,6/18/19,10:52:46,0.018,36.6254,0.1,139.4175,0.1,8.3,0.3,1.8,,6/19/19 13:27,6/19/19,27:01.4,0.5,38.6206,2.7,139.4348,3,11.8,3.6,1.3
2019-06-18 10:54:00,6/18/19,10:54:54,0.098,38.7548,0.6,142.0578,1,36,1.4,1.5,,6/19/19 13:28,6/19/19,28:33.2,0.091,38.617,0.6,139.4258,0.5,9.6,1.1,1.4
2019-06-18 10:56:00,6/18/19,10:56:22,0.089,35.8043,0.5,138.0226,0.3,3,1.7,0.1,,6/19/19 13:29,6/19/19,29:40.4,0.034,35.3141,0.2,138.33,0.2,16.7,0.4,1.3
2019-06-18 11:00:00,6/18/19,11:00:25,0.092,36.4251,0.5,139.7936,0.5,88.5,0.7,1.6,,6/19/19 13:34,6/19/19,34:34.2,0.076,35.5359,0.4,139.9994,0.4,19.1,1.2,1.3
2019-06-18 11:11:00,6/18/19,11:11:49,0.044,32.6653,0.4,130.7322,0.3,4.9,1.2,1.4,,6/19/19 13:37,6/19/19,37:11.1,0.06,35.3138,0.3,138.3293,0.3,16.1,0.6,1
2019-06-18 11:14:00,6/18/19,11:14:15,0.125,38.3852,1.5,142.1319,0.9,28.5,1.8,1.1,,6/19/19 13:43,6/19/19,43:37.1,0.063,38.581,0.4,139.4104,0.3,10.1,0.8,1.6
2019-06-18 11:23:00,6/18/19,11:23:24,0.032,34.8964,0.3,135.6229,0.3,3.1,1.5,0.6,,6/19/19 13:44,6/19/19,44:11.4,0.761,38.4288,2.9,139.5985,5,14.9,7.6,0.9
2019-06-18 11:25:00,6/18/19,11:25:17,0.153,36.8048,0.8,140.5734,1.1,5.2,1.7,0.2,,6/19/19 13:50,6/19/19,50:47.4,0.081,38.6171,0.4,139.39,0.5,10.5,0.7,1.5
2019-06-18 11:28:00,6/18/19,11:28:55,0.074,32.9855,0.2,132.9485,0.3,30.4,0.7,0.9,,6/19/19 13:53,6/19/19,53:14.0,0.045,38.5822,0.3,139.4141,0.2,10.1,0.6,1.7
2019-06-18 11:30:00,6/18/19,11:30:33,0.027,35.586,0.2,136.2246,0.1,8.5,0.6,0.7,,6/19/19 13:54,6/19/19,54:31.7,0.072,38.6172,0.5,139.4201,0.4,11.5,1,1.4
2019-06-18 11:32:00,6/18/19,11:32:32,0.201,35.293,0.9,135.6586,0.8,14.3,2.1,0.5,,6/19/19 13:59,6/19/19,59:18.1,0.098,35.43,0.4,140.0489,0.5,48.5,0.9,2.1
2019-06-18 11:32:00,6/18/19,11:32:46,0.124,43.1398,2.1,147.0398,1,13.7,1.3,3.4,,6/19/19 14:00,6/19/19,00:04.0,0.026,39.0563,0.2,140.8592,0.2,8,0.6,1.6
2019-06-18 11:34:00,6/18/19,11:34:14,0.234,30.9699,1.1,131.0602,1.7,14.4,5,1.8,,6/19/19 14:01,6/19/19,01:52.2,0.035,35.4027,0.2,136.8618,0.2,12.4,0.4,0.3
2019-06-18 11:35:00,6/18/19,11:35:38,0.029,35.2069,0.2,133.1008,0.2,7.9,0.5,1,,6/19/19 14:14,6/19/19,14:47.7,0.046,38.6116,0.3,139.3698,0.3,8.2,0.8,1.7
2019-06-18 11:39:00,6/18/19,11:39:00,0.032,34.0074,0.2,135.1691,0.2,6.2,0.4,0.9,,6/19/19 14:15,6/19/19,15:38.2,0.018,35.9052,0.1,137.6259,0.1,8.2,0.4,1.2
2019-06-18 11:44:00,6/18/19,11:44:58,0.088,30.8916,0.4,130.855,0.6,59,0.8,2.4,,6/19/19 14:15,6/19/19,15:56.4,0.056,38.6142,0.3,139.3859,0.3,9.8,0.8,3.6
2019-06-18 11:45:00,6/18/19,11:45:50,0.152,34.9479,1,134.4741,0.6,5,2.1,0.1,,6/19/19 14:22,6/19/19,22:31.2,0.161,38.7778,0.7,141.3601,0.8,5.9,1.5,0
2019-06-18 11:51:00,6/18/19,11:51:49,0.052,35.4345,0.4,133.8186,0.2,6.9,0.7,0.6,,6/19/19 14:25,6/19/19,25:28.6,0.055,38.6461,0.3,139.468,0.3,12.5,0.7,2
2019-06-18 11:53:00,6/18/19,11:53:44,0.056,36.9676,0.3,140.6297,0.6,8.8,0.7,0.8,,6/19/19 14:25,6/19/19,25:36.0,0.08,38.5948,0.4,139.4048,0.3,11.7,0.8,2.2
2019-06-18 12:08:00,6/18/19,12:08:51,0.099,32.5764,0.4,130.9017,0.4,15.6,0.9,0.2,,6/19/19 14:29,6/19/19,29:20.7,0.038,38.626,0.2,139.5071,0.2,7.4,0.6,2
2019-06-18 12:15:00,6/18/19,12:15:09,0.18,34.4684,1,136.5154,0.5,8.3,2.7,0.2,,6/19/19 14:29,6/19/19,29:47.9,0.11,38.5525,0.6,139.4311,0.8,11.3,0.9,1.6
2019-06-18 12:17:00,6/18/19,12:17:16,0.157,38.5377,0.7,140.826,0.6,94.3,1.4,1.8,,6/19/19 14:30,6/19/19,30:25.9,0.107,38.6608,0.5,139.4404,0.8,10.9,1.4,1.5
2019-06-18 12:20:00,6/18/19,12:20:05,0.03,33.4706,0.2,130.7763,0.2,2.2,1.1,1.1,,6/19/19 14:38,6/19/19,38:21.9,0.221,35.7396,0.6,140.9594,1.3,11.3,0.9,1.2
2019-06-18 12:21:00,6/18/19,12:21:10,0.083,36.759,0.3,140.5585,0.6,6.7,0.9,0.6,,6/19/19 14:40,6/19/19,40:31.3,0.052,38.5889,0.3,139.3965,0.3,10.8,0.6,1.8
2019-06-18 12:23:00,6/18/19,12:23:55,0.037,33.4687,0.3,130.7765,0.3,2.9,1.4,0.7,,6/19/19 14:41,6/19/19,41:34.9,0.119,32.5457,0.7,129.9578,0.5,13.6,1.3,0.7
2019-06-18 12:27:00,6/18/19,12:27:17,0.027,34.9055,0.1,134.1986,0.1,16.8,0.3,0.8,,6/19/19 14:46,6/19/19,46:11.8,0.023,33.8451,0.3,134.9768,0.1,10.1,0.8,1
2019-06-18 12:31:00,6/18/19,12:31:55,0.041,33.0544,0.3,130.3575,0.2,14.1,0.5,0.5,,6/19/19 14:47,6/19/19,47:26.7,0.029,38.2846,0.2,141.8577,0.3,44.5,0.2,2.4
2019-06-18 12:58:00,6/18/19,12:58:53,0.149,36.499,0.7,141.3433,1,27.8,1.1,1.6,,6/19/19 14:48,6/19/19,48:12.9,0.057,36.0842,0.4,139.9024,0.3,46.9,0.5,1.4
2019-06-18 13:15:00,6/18/19,13:15:49,0.042,35.0181,0.2,138.099,0.2,31,0.4,1.6,,6/19/19 14:48,6/19/19,48:34.0,0.063,38.6296,0.4,139.4767,0.4,12.5,0.7,1.4
2019-06-18 13:25:00,6/18/19,13:25:20,0.11,29.98,1.1,130.2371,1,73.2,0.9,2.5,,6/19/19 14:50,6/19/19,50:24.8,0.056,38.658,0.4,139.4538,0.3,10.6,1,1.8
2019-06-18 13:27:00,6/18/19,13:27:10,0.091,34.965,0.5,137.3905,0.4,37.3,0.8,0.9,,6/19/19 14:50,6/19/19,50:36.7,0.042,32.2681,0.2,130.509,0.3,6.3,0.9,0.3
2019-06-18 13:33:00,6/18/19,13:33:01,0.063,36.2291,0.3,140.6324,0.5,59.3,0.5,2.9,,6/19/19 14:51,6/19/19,51:44.5,0.043,38.6831,0.3,139.4813,0.3,12.3,0.7,1.9
2019-06-18 13:41:00,6/18/19,13:41:57,0.018,38.9598,0.1,140.8874,0.1,7.2,0.4,1.9,,6/19/19 14:58,6/19/19,58:54.8,0.078,34.5897,0.3,132.2256,0.2,17.8,0.8,0.5
2019-06-18 13:51:00,6/18/19,13:51:20,0.177,34.835,1.1,140.3716,1.2,62.2,1.4,2,,6/19/19 14:59,6/19/19,59:12.6,0.037,38.6234,0.3,139.4065,0.2,8.8,0.7,1.6
2019-06-18 13:54:00,6/18/19,13:54:09,0.039,34.8681,0.2,137.8868,0.2,15.1,0.4,0.7,,6/19/19 15:01,6/19/19,01:10.4,0.052,38.6419,0.4,139.4606,0.3,11.8,0.8,1.5
2019-06-18 14:02:00,6/18/19,14:02:47,0.022,35.1429,0.1,136.8292,0.1,35.3,0.3,2.4,,6/19/19 15:04,6/19/19,04:00.1,0.109,38.6183,0.6,139.394,0.7,10.8,1.7,1.3
2019-06-18 14:29:00,6/18/19,14:29:02,0.052,35.8995,0.2,138.0761,0.3,8.4,0.6,0.5,,6/19/19 15:04,6/19/19,04:41.4,0.03,32.1766,0.2,130.5416,0.2,7.6,0.7,1
2019-06-18 14:31:00,6/18/19,14:31:06,0.062,31.1924,0.3,130.8415,0.3,8.7,0.6,1.3,,6/19/19 15:07,6/19/19,07:17.5,0.069,38.5861,0.4,139.4406,0.3,11.3,0.8,1.7
2019-06-18 14:37:00,6/18/19,14:37:15,0.096,39.0348,0.5,140.8783,0.7,7.5,1.4,0.5,,6/19/19 15:08,6/19/19,08:33.7,0.639,38.6662,2.9,139.4336,3.8,15.9,4.9,1.4
2019-06-18 14:43:00,6/18/19,14:43:55,0.156,35.8183,0.7,140.9017,1,15.3,1.1,1.4,,6/19/19 15:11,6/19/19,11:19.2,0.042,36.6266,0.2,141.0287,0.5,40.7,0.6,2.2
2019-06-18 14:48:00,6/18/19,14:48:50,0.05,37.7135,0.5,138.6777,0.4,17.9,0.7,1.6,,6/19/19 15:13,6/19/19,13:41.7,0.079,35.8992,0.3,138.0781,0.4,7.9,0.8,0
2019-06-18 14:59:00,6/18/19,14:59:19,0.183,35.1888,0.9,140.1614,1.1,34.2,1.7,1.6,,6/19/19 15:23,6/19/19,23:02.2,0.079,36.1091,0.6,140.1135,0.7,62.7,0.6,1.2
2019-06-18 15:03:00,6/18/19,15:03:04,0.121,34.0115,0.7,135.4665,0.7,57.6,0.9,1.2,,,,,,,,,,,,
2019-06-18 15:04:00,6/18/19,15:04:45,0.324,35.7988,1.4,140.99,2.3,27.3,1.8,1.7,,,,,,,,,,,,
2019-06-18 15:07:00,6/18/19,15:07:12,0.079,32.915,0.5,132.1574,0.4,43.5,0.8,1.6,,,,,,,,,,,,
2019-06-18 15:28:00,6/18/19,15:28:39,0.025,35.7942,0.2,136.896,0.2,9,0.5,1.3,,,,,,,,,,,,
2019-06-18 15:34:00,6/18/19,15:34:06,0.088,38.3801,0.7,142.1336,0.7,29.8,0.9,2.1,,,,,,,,,,,,
2019-06-18 15:41:00,6/18/19,15:41:08,0.066,34.3021,0.5,137.8935,0.3,313.3,0.6,4.5,,,,,,,,,,,,
2019-06-18 15:49:00,6/18/19,15:49:12,0.037,34.9103,0.2,137.7881,0.1,22.2,0.4,0.9,,,,,,,,,,,,
2019-06-18 15:58:00,6/18/19,15:58:05,0.076,37.2683,0.2,141.0675,0.5,24.8,0.5,1.4,,,,,,,,,,,,
2019-06-18 16:07:00,6/18/19,16:07:29,0.31,32.415,0.9,131.7319,1.5,39.2,2.2,0.5,,,,,,,,,,,,
2019-06-18 16:08:00,6/18/19,16:08:50,0.048,31.8709,0.3,130.703,0.3,7.4,1.3,1.1,,,,,,,,,,,,
2019-06-18 16:36:00,6/18/19,16:36:03,0.024,34.7116,0.2,135.1754,0.2,10.9,0.7,1,,,,,,,,,,,,
2019-06-18 16:41:00,6/18/19,16:41:15,0.183,32.6411,0.9,130.6376,1.2,10.4,2.5,0.3,,,,,,,,,,,,
2019-06-18 17:01:00,6/18/19,17:01:07,0.095,33.1007,0.5,132.0887,0.4,46.1,0.9,1.1,,,,,,,,,,,,
2019-06-18 17:06:00,6/18/19,17:06:56,0.099,34.1646,0.4,139.7062,0.6,120.9,0.9,3.1,,,,,,,,,,,,
2019-06-18 17:12:00,6/18/19,17:12:37,0.098,36.8466,0.6,141.3157,1,38.8,1.9,1.6,,,,,,,,,,,,
2019-06-18 17:13:00,6/18/19,17:13:05,0.023,35.9033,0.2,137.6283,0.2,8.2,0.5,0.7,,,,,,,,,,,,
2019-06-18 17:19:00,6/18/19,17:19:27,0.206,35.4411,1.4,136.3051,1.2,10.5,2.6,0.4,,,,,,,,,,,,
2019-06-18 17:19:00,6/18/19,17:19:52,0.135,32.6156,1.5,132.2598,0.4,31.6,1,1.3,,,,,,,,,,,,
2019-06-18 17:25:00,6/18/19,17:25:02,0.051,36.3243,0.3,140.0401,0.3,72.9,0.4,1.4,,,,,,,,,,,,
2019-06-18 17:27:00,6/18/19,17:27:37,0.095,38.3882,0.8,142.136,0.7,30.1,0.9,2,,,,,,,,,,,,
2019-06-18 17:41:00,6/18/19,17:41:57,0.288,43.0382,3.4,144.4505,1.7,127,2.2,1.9,,,,,,,,,,,,
2019-06-18 17:46:00,6/18/19,17:46:27,0.129,34.1705,0.7,135.7961,0.8,60.2,1,1.2,,,,,,,,,,,,
2019-06-18 17:50:00,6/18/19,17:50:04,0.05,32.7396,0.2,130.64,0.4,13,0.6,0.3,,,,,,,,,,,,
2019-06-18 18:00:00,6/18/19,18:00:45,0.023,35.2071,0.2,133.1018,0.1,8,0.4,0.9,,,,,,,,,,,,
2019-06-18 18:07:00,6/18/19,18:07:04,0.096,39.4019,0.5,141.0985,0.5,93.9,0.8,1.7,,,,,,,,,,,,
2019-06-18 18:13:00,6/18/19,18:13:40,0.019,35.9081,0.2,137.6252,0.1,8.5,0.4,1,,,,,,,,,,,,
2019-06-18 18:18:00,6/18/19,18:18:14,0.024,36.9281,0.2,139.3949,0.2,3.2,0.8,1.3,,,,,,,,,,,,
2019-06-18 18:21:00,6/18/19,18:21:08,0.164,43.3398,4.6,147.0594,1,13,1.7,2.8,,,,,,,,,,,,
2019-06-18 18:22:00,6/18/19,18:22:49,0.014,36.9276,0.1,139.3969,0.1,3.7,0.5,1.1,,,,,,,,,,,,
2019-06-18 18:37:00,6/18/19,18:37:42,0.094,37.3626,0.4,138.3589,0.6,26.5,1.7,1.5,,,,,,,,,,,,
2019-06-18 18:38:00,6/18/19,18:38:22,0.057,35.2176,0.4,133.3054,0.3,6,1.1,0.5,,,,,,,,,,,,
2019-06-18 18:42:00,6/18/19,18:42:07,0.318,41.3509,2.7,141.6246,3,113.2,1.9,2,,,,,,,,,,,,
2019-06-18 18:42:00,6/18/19,18:42:28,0.187,37.3522,1.2,138.3526,1.4,34.7,3,1.4,,,,,,,,,,,,
2019-06-18 18:58:00,6/18/19,18:58:26,0.145,31.9352,0.8,130.6103,1.3,194.6,1.2,3,,,,,,,,,,,,
2019-06-18 18:58:00,6/18/19,18:58:27,0.039,35.7094,0.2,138.1458,0.2,18.8,0.5,0.7,,,,,,,,,,,,
2019-06-18 19:02:00,6/18/19,19:02:05,0.07,36.7842,0.5,138.3851,0.5,8.1,1.3,1.1,,,,,,,,,,,,
2019-06-18 19:19:00,6/18/19,19:19:46,0.058,33.4195,0.3,131.5771,0.3,112.9,0.5,2.5,,,,,,,,,,,,
2019-06-18 19:21:00,6/18/19,19:21:14,0.054,34.9388,0.3,137.1097,0.3,38.5,0.5,1.1,,,,,,,,,,,,
2019-06-18 19:27:00,6/18/19,19:27:55,0.091,37.4891,0.6,140.6149,1,84.2,0.7,1.6,,,,,,,,,,,,
2019-06-18 19:35:00,6/18/19,19:35:50,0.119,37.3616,0.4,138.8594,0.7,17.3,1.1,1.1,,,,,,,,,,,,
2019-06-18 19:41:00,6/18/19,19:41:17,0.049,36.4164,0.3,140.5755,0.4,89.6,0.4,2.1,,,,,,,,,,,,
2019-06-18 19:45:00,6/18/19,19:45:50,0.088,37.4733,0.4,141.3123,0.8,29.9,0.6,1.8,,,,,,,,,,,,
2019-06-18 19:47:00,6/18/19,19:47:56,0.06,36.6619,0.4,138.2217,0.4,8.4,1,1,,,,,,,,,,,,
2019-06-18 19:58:00,6/18/19,19:58:23,0.045,36.3315,0.3,136.9508,0.3,8.2,0.7,0.5,,,,,,,,,,,,
2019-06-18 20:05:00,6/18/19,20:05:36,0.134,38.9587,0.6,142.4237,0.8,27,1,1.5,,,,,,,,,,,,
2019-06-18 20:16:00,6/18/19,20:16:25,0.18,42.6286,1.3,144.3873,0.8,73.5,2.1,2.1,,,,,,,,,,,,
2019-06-18 20:23:00,6/18/19,20:23:27,0.07,35.9319,0.4,137.5904,0.4,8.1,0.8,0,,,,,,,,,,,,
2019-06-18 20:31:00,6/18/19,20:31:16,0.026,37.0735,0.2,140.5153,0.2,8,0.6,1.2,,,,,,,,,,,,
2019-06-18 20:33:00,6/18/19,20:33:19,0.018,36.9291,0.1,139.3968,0.1,3.8,0.5,1.1,,,,,,,,,,,,
2019-06-18 20:34:00,6/18/19,20:34:07,0.048,40.6439,0.3,140.4532,0.3,8.7,0.8,1.2,,,,,,,,,,,,
2019-06-18 20:36:00,6/18/19,20:36:12,0.266,33.0027,1.2,130.6011,0.9,12.7,2.5,0.2,,,,,,,,,,,,
2019-06-18 20:39:00,6/18/19,20:39:25,0.035,39.7419,0.2,141.8229,0.2,58,0.3,2,,,,,,,,,,,,
2019-06-18 20:39:00,6/18/19,20:39:28,0.075,36.6878,0.3,140.6625,0.5,9.2,0.5,0.4,,,,,,,,,,,,
2019-06-18 20:46:00,6/18/19,20:46:24,0.117,42.8577,1.4,145.6921,0.8,39.8,2.4,2.5,,,,,,,,,,,,
2019-06-18 20:50:00,6/18/19,20:50:38,0.042,36.9255,0.3,139.4002,0.3,1.3,2.1,0.5,,,,,,,,,,,,
2019-06-18 20:55:00,6/18/19,20:55:11,0.02,32.9434,0.2,131.0568,0.1,7.1,0.4,1.5,,,,,,,,,,,,
2019-06-18 20:58:00,6/18/19,20:58:00,0.06,36.9316,0.4,139.396,0.3,3.5,1.5,0.6,,,,,,,,,,,,
2019-06-18 20:58:00,6/18/19,20:58:26,0.058,36.9494,0.3,139.6783,0.3,7,0.7,0.4,,,,,,,,,,,,
2019-06-18 21:02:00,6/18/19,21:02:33,0.09,35.1815,0.3,139.1241,0.6,13.1,0.8,0.2,,,,,,,,,,,,
2019-06-18 21:06:00,6/18/19,21:06:00,0.346,30.4223,1.7,131.0996,3.5,35.3,2.5,1.7,,,,,,,,,,,,
2019-06-18 21:07:00,6/18/19,21:07:01,0.13,30.4106,0.8,131.1235,1.3,36,0.8,2.2,,,,,,,,,,,,
2019-06-18 21:13:00,6/18/19,21:13:23,0.038,35.9012,0.3,137.6268,0.2,8,0.5,0.4,,,,,,,,,,,,
2019-06-18 21:19:00,6/18/19,21:19:19,0.042,35.145,0.2,135.6522,0.2,12.5,0.5,0.4,,,,,,,,,,,,
2019-06-18 21:23:00,6/18/19,21:23:56,0.074,35.7396,0.4,139.3199,0.5,46.5,0.6,1.3,,,,,,,,,,,,
2019-06-18 21:25:00,6/18/19,21:25:20,0.451,37.275,2.3,141.8116,2.6,18,3.1,1.7,,,,,,,,,,,,
2019-06-18 21:26:00,6/18/19,21:26:33,0.06,36.4715,0.2,137.2906,0.4,12,0.7,0.4,,,,,,,,,,,,
2019-06-18 21:28:00,6/18/19,21:28:07,0.038,32.4224,0.3,130.6064,0.3,3.4,1.9,0.2,,,,,,,,,,,,
2019-06-18 21:33:00,6/18/19,21:33:20,0.041,33.1985,0.3,132.2375,0.2,42.5,0.4,1.9,,,,,,,,,,,,
2019-06-18 21:35:00,6/18/19,21:35:06,0.137,36.8669,0.3,140.7702,1,8.4,0.9,0.3,,,,,,,,,,,,
2019-06-18 21:46:00,6/18/19,21:46:31,0.041,38.3912,0.3,141.9955,0.5,44.6,0.5,1.9,,,,,,,,,,,,
2019-06-18 21:54:00,6/18/19,21:54:34,0.036,35.6389,0.2,138.166,0.2,10.7,0.8,0.6,,,,,,,,,,,,
2019-06-18 21:55:00,6/18/19,21:55:19,0.049,36.0462,0.3,137.5397,0.3,5.1,1.1,-0.3,,,,,,,,,,,,
2019-06-18 22:00:00,6/18/19,22:00:27,0.133,41.8681,0.8,139.3331,0.5,9,1.1,1.1,,,,,,,,,,,,
2019-06-18 22:01:00,6/18/19,22:01:16,0.051,31.9788,0.3,130.2516,0.3,5.9,0.7,0.5,,,,,,,,,,,,
2019-06-18 22:01:00,6/18/19,22:01:44,0.067,34.1735,0.3,135.1748,0.4,7.4,0.8,0.7,,,,,,,,,,,,
2019-06-18 22:06:00,6/18/19,22:06:28,0.044,38.9502,0.3,140.8787,0.3,6.5,0.8,0.8,,,,,,,,,,,,
2019-06-18 22:22:00,6/18/19,22:22:20,0.025,38.6059,0.2,139.4881,0.2,12.3,0.4,6.6,,,,,,,,,,,,
2019-06-18 22:24:00,6/18/19,22:24:50,0.082,38.6169,0.5,139.4202,0.4,9,1.3,4,,,,,,,,,,,,
2019-06-18 22:25:00,6/18/19,22:25:13,0.073,38.5981,0.4,139.4545,0.3,12.1,0.7,4.1,,,,,,,,,,,,
2019-06-18 22:28:00,6/18/19,22:28:37,0.079,36.3165,0.4,140.8503,0.8,44.5,0.6,3,,,,,,,,,,,,
2019-06-18 22:28:00,6/18/19,22:28:49,0.143,38.6705,0.9,139.4771,0.6,12.2,1.4,3.5,,,,,,,,,,,,
2019-06-18 22:29:00,6/18/19,22:29:01,0.247,38.5922,1.8,139.4021,0.8,8.7,3.3,3.8,,,,,,,,,,,,
